run,xign,yign,fuel,slp,asp,ws,wd,m1,m10,m100,cc,ch,cbh,cbd,lhc,lwc
3735,6.8,-123.2,144,36,235,28.6,270.5,10.1,38.4,6.0,26,2,0,8,71.4,36.2
3736,-1283.0,-1448.9,105,25,152,13.6,18.3,21.7,37.3,30.2,69,1,0,21,77.3,93.1
3737,1617.7,3.5,101,15,22,14.0,245.1,25.5,38.2,14.7,81,0,0,16,56.0,33.8
3738,-139.5,-730.9,256,9,337,22.2,300.7,7.5,39.9,35.3,73,4,2,33,57.4,49.9
3739,1057.8,307.0,181,11,56,1.8,302.1,32.9,3.6,33.5,76,0,0,18,95.9,74.8
3740,1585.6,685.5,182,22,228,9.8,144.9,21.2,10.0,34.9,5,3,0,37,88.6,50.1
3741,-1460.0,1509.3,105,29,30,6.2,81.9,38.3,4.7,35.9,36,1,0,1,95.6,99.3
3742,205.7,-1665.8,121,42,8,15.5,166.4,16.3,35.3,14.3,99,5,2,32,63.4,36.2
3743,-838.8,1273.7,162,12,311,7.9,150.3,5.8,12.0,33.9,5,5,2,37,88.1,50.7
3744,526.1,1724.5,109,44,312,4.8,21.5,8.3,25.4,30.4,43,4,2,38,92.8,72.2
3745,-829.7,-920.4,121,33,230,27.9,64.0,14.4,11.9,27.3,82,0,0,29,58.9,98.3
3746,838.7,1606.7,204,23,332,8.0,204.6,30.1,11.5,9.9,48,0,0,20,31.5,32.4
3747,1302.4,-1902.4,142,29,113,2.6,6.3,39.4,5.8,14.3,21,0,0,33,54.4,39.9
3748,584.9,-261.1,163,4,101,15.5,41.2,24.4,10.5,21.0,22,0,0,20,32.5,72.6
3749,43.6,533.9,183,30,125,10.1,45.4,22.5,16.3,20.2,83,5,0,3,30.3,99.6
3750,1882.0,759.9,104,33,265,22.3,192.6,26.1,10.8,20.7,80,4,0,3,56.1,49.9
3751,-1609.8,-1299.6,164,26,279,13.3,61.6,9.5,11.2,3.2,92,5,0,30,34.2,59.7
3752,-1362.2,-1740.7,146,16,189,28.1,4.3,32.1,21.9,7.2,54,3,1,33,71.7,45.6
3753,-717.7,-1410.1,102,8,100,0.8,116.7,33.0,15.3,18.1,92,4,0,26,40.0,66.3
3754,577.2,239.9,141,20,193,30.9,45.3,16.9,15.2,12.3,31,0,0,5,53.9,51.0
3755,-1729.5,268.4,189,31,304,30.3,205.7,15.7,12.8,2.0,32,5,1,20,42.7,83.9
3756,895.8,948.5,189,43,310,23.7,203.9,9.4,20.0,2.8,9,5,2,12,77.6,46.5
3757,309.0,946.7,148,34,107,3.3,344.9,17.4,29.2,10.2,67,1,0,36,76.1,68.0
3758,402.3,664.3,162,22,140,14.6,296.2,28.7,6.3,31.8,90,4,1,13,78.5,95.3
3759,16.8,1885.4,124,24,249,12.5,147.2,38.3,31.9,21.6,6,3,0,27,76.1,42.7
3760,448.9,330.5,147,36,197,20.3,300.7,20.1,14.1,32.6,90,2,1,38,51.2,89.1
3761,81.7,-299.6,161,29,258,11.6,61.1,11.6,19.2,19.6,36,1,0,33,37.4,88.8
3762,615.5,90.7,256,22,357,0.8,102.4,8.8,38.5,28.8,92,0,0,19,80.3,70.9
3763,458.1,-75.8,106,25,298,8.0,265.1,4.0,3.0,15.1,11,4,1,1,94.8,51.1
3764,1893.1,-1531.2,148,41,255,11.8,185.1,11.6,12.5,7.5,17,4,2,25,61.0,99.5
3765,-911.4,-1463.1,145,24,316,18.9,101.1,23.6,13.2,28.6,85,1,0,37,46.5,62.9
3766,-1758.7,-491.4,105,1,197,28.1,278.0,31.9,10.4,3.7,52,4,0,4,36.5,87.1
3767,1746.4,-554.5,189,41,314,8.7,115.1,2.9,31.8,2.6,94,0,0,36,94.3,60.6
3768,690.4,-1687.2,121,31,44,3.6,295.0,38.8,23.1,4.0,82,2,1,27,78.6,67.3
3769,-451.1,1603.1,146,1,306,19.1,353.4,28.3,39.6,9.4,30,0,0,5,97.8,88.5
3770,-536.4,1531.9,185,12,163,21.3,320.4,6.7,33.4,17.0,75,4,0,11,95.9,94.3
3771,-1527.5,633.8,164,45,20,24.2,308.9,23.0,28.3,9.0,84,2,1,32,73.1,55.7
3772,-1655.7,-1001.5,163,0,154,30.5,315.6,13.1,5.5,15.6,1,0,0,27,62.0,46.8
3773,1791.5,110.0,108,33,52,18.9,341.1,30.8,37.7,21.7,89,0,0,15,71.7,41.2
3774,-956.2,-344.5,106,5,94,0.6,155.4,31.9,23.5,33.6,69,5,2,19,76.3,71.7
3775,-205.6,1915.1,109,40,20,26.0,28.8,32.3,17.9,38.3,64,4,2,22,84.7,87.4
3776,-389.1,481.9,106,18,296,25.2,287.4,35.6,17.1,36.5,98,1,0,30,34.3,62.3
3777,1217.7,-204.6,256,17,156,19.8,308.7,32.7,36.5,32.3,92,0,0,10,95.2,34.7
3778,284.7,888.0,187,35,202,7.2,156.8,10.5,13.6,32.2,63,0,0,16,62.3,52.4
3779,-517.1,-1125.1,188,34,186,12.2,113.2,30.0,18.1,38.9,77,2,1,17,85.7,51.6
3780,-1794.5,769.4,161,1,23,16.1,145.6,32.5,35.5,30.0,48,5,1,26,42.3,33.8
3781,-1446.5,-1326.8,141,44,204,3.9,290.1,2.8,14.3,20.3,27,0,0,18,36.6,64.8
3782,1450.8,1073.3,162,0,264,12.8,161.7,13.6,6.7,20.0,35,1,0,38,50.3,49.7
3783,287.4,259.6,203,23,156,13.8,163.1,27.2,30.3,6.6,36,4,0,37,76.3,54.9
3784,-1405.8,-1812.6,147,7,173,17.9,10.8,19.9,21.7,25.7,7,0,0,20,62.0,91.8
3785,657.2,-579.4,165,17,298,2.8,218.1,25.4,4.7,38.2,54,3,2,22,84.1,93.5
3786,-1786.8,-362.8,141,1,267,16.3,154.9,29.0,26.1,38.0,7,0,0,24,64.5,44.1
3787,1148.1,1849.0,149,25,106,16.7,17.9,16.0,5.4,14.7,38,4,2,22,82.5,57.5
3788,-981.8,-230.6,146,29,278,27.6,60.9,7.8,21.5,24.1,3,2,0,12,44.7,31.3
3789,520.5,1562.7,187,6,118,10.7,89.0,32.1,30.6,36.3,26,0,0,22,90.5,98.0
3790,-958.4,-238.9,202,5,347,4.4,95.6,33.6,37.7,37.1,68,3,0,39,37.7,62.5
3791,-1197.6,1356.7,162,2,312,2.5,213.7,39.7,14.2,31.8,45,3,0,18,71.5,64.2
3792,-1252.8,1044.1,162,26,24,8.5,28.8,5.7,38.2,27.0,58,0,0,26,40.3,63.0
3793,-1566.6,1862.6,105,42,96,18.7,207.1,15.7,8.5,2.3,59,3,2,9,63.8,62.4
3794,-1330.7,-1327.5,104,42,34,7.1,142.4,30.0,9.6,5.2,31,4,1,5,40.5,88.5
3795,937.1,-129.2,142,23,141,13.7,349.9,35.7,13.5,38.6,56,3,0,1,33.1,42.0
3796,-1095.1,-667.1,186,15,33,9.8,246.9,10.6,2.2,25.4,60,0,0,4,92.7,66.4
3797,1095.8,1792.5,188,23,165,19.5,9.4,27.3,3.9,18.8,88,0,0,18,98.2,33.0
3798,-1020.9,-1420.8,165,16,332,9.3,327.9,13.1,31.5,21.3,68,1,0,16,94.5,59.6
3799,-1390.4,913.7,141,7,148,21.3,103.9,12.0,7.6,29.1,65,3,1,37,95.5,35.7
3800,44.0,1622.9,164,44,349,29.4,121.1,28.2,17.7,5.6,44,1,0,36,99.7,86.6
3801,-446.9,-1660.0,144,38,349,10.7,238.5,7.7,35.3,26.8,62,1,0,40,92.5,58.2
3802,-261.8,1855.1,183,11,270,24.3,120.9,13.0,36.4,3.2,57,1,0,39,43.4,90.2
3803,-149.1,-230.8,201,19,356,4.9,29.8,10.1,16.0,10.8,96,3,1,1,75.3,64.0
3804,1508.5,-1275.3,162,38,300,29.1,102.5,15.0,32.5,29.2,60,5,1,0,99.8,87.0
3805,296.6,1485.9,165,18,314,13.8,128.9,14.9,20.8,12.6,79,3,1,11,97.6,40.6
3806,180.7,1643.8,109,6,83,4.1,280.9,34.6,38.0,2.3,3,5,0,18,34.3,85.5
3807,530.7,1790.1,145,7,173,15.2,12.2,15.9,22.3,32.2,88,4,2,28,82.7,63.3
3808,-699.3,-152.0,104,23,250,24.6,117.5,19.1,16.5,39.4,73,1,0,13,49.4,45.2
3809,1699.0,-1634.6,104,20,313,24.6,273.2,2.9,12.7,3.7,53,3,0,22,54.7,88.1
3810,-1278.6,217.9,102,16,45,4.2,347.5,20.8,37.2,37.7,76,1,0,37,86.8,85.6
3811,-911.2,593.5,204,42,132,28.2,85.7,32.0,29.5,15.3,33,0,0,16,69.3,42.0
3812,308.2,-1891.4,146,1,108,4.8,101.4,32.1,35.3,27.4,3,0,0,21,85.8,63.6
3813,-1602.4,-359.6,146,31,82,2.7,30.6,26.0,38.1,21.8,58,4,1,1,44.4,95.8
3814,1856.2,579.6,185,18,345,25.8,293.7,29.0,13.1,6.9,54,0,0,23,63.7,85.6
3815,877.8,823.0,146,7,81,6.4,54.9,32.2,31.6,24.4,18,1,0,36,99.3,60.1
3816,208.3,419.4,141,17,290,8.3,248.2,32.4,22.9,37.7,51,3,1,4,87.1,66.0
3817,-66.4,-646.7,147,15,291,28.0,141.3,15.8,34.5,4.3,63,3,2,13,64.4,94.4
3818,878.4,-1051.0,124,42,184,23.6,38.9,6.0,39.8,29.4,31,1,0,23,76.3,73.5
3819,796.4,-463.4,165,31,3,20.5,298.1,33.8,24.3,36.4,87,3,1,13,71.7,40.4
3820,-218.9,-1204.5,107,19,177,20.2,51.0,17.0,6.6,22.4,42,5,0,20,51.6,64.7
3821,-71.5,-787.9,182,13,219,7.1,258.7,7.0,33.8,25.5,32,2,1,16,58.8,44.5
3822,474.9,1127.9,106,36,140,8.1,200.0,34.4,36.8,20.5,19,0,0,12,65.0,60.0
3823,-525.5,613.3,107,34,305,4.9,28.2,20.2,4.1,33.2,90,2,0,13,83.2,95.5
3824,124.6,1014.6,123,31,275,26.6,183.9,28.5,18.4,30.8,71,0,0,2,55.2,79.5
3825,1850.0,-116.2,149,25,241,10.1,240.4,7.6,37.3,19.7,97,3,2,35,94.0,70.2
3826,322.5,-466.5,163,17,249,24.1,283.6,35.1,22.0,27.0,49,2,0,2,67.7,99.2
3827,-1148.1,-473.2,189,0,75,21.5,87.5,12.9,10.0,31.8,11,4,2,2,71.9,73.7
3828,1305.6,877.2,146,12,331,23.9,44.6,25.6,14.1,36.0,60,2,0,35,54.6,73.5
3829,-695.0,1617.9,143,43,233,10.3,12.1,36.8,17.3,40.0,10,1,0,1,73.8,61.3
3830,-36.5,1311.3,123,42,134,28.1,189.6,2.4,31.1,33.5,56,5,1,13,64.2,99.0
3831,-1073.0,1591.3,143,37,339,18.1,216.0,29.5,28.9,29.6,100,4,0,4,64.2,38.0
3832,-817.6,1003.9,124,5,345,22.3,309.5,33.7,36.2,37.0,93,1,0,24,39.3,31.7
3833,899.6,1899.7,102,33,28,22.3,224.4,11.7,36.2,34.8,90,4,2,19,50.6,90.9
3834,-725.4,470.0,108,22,53,15.1,86.3,2.6,5.7,16.1,11,0,0,23,75.6,76.6
3835,-503.0,-238.6,186,37,77,22.2,305.6,18.9,4.7,20.9,79,5,2,14,82.5,65.5
3836,661.9,1064.7,188,14,163,23.7,58.3,3.9,35.8,21.3,36,1,0,29,62.2,31.5
3837,50.5,-777.6,122,16,107,20.9,92.8,32.9,19.4,10.4,10,2,1,4,74.2,84.4
3838,-1074.9,-348.4,124,33,68,15.4,54.4,27.9,36.8,14.5,94,2,0,2,61.3,89.9
3839,111.3,398.6,188,23,245,4.9,58.2,28.7,34.2,8.4,35,5,2,15,58.1,50.5
3840,-1631.3,-297.2,149,11,189,30.5,286.1,33.8,31.2,37.3,79,0,0,37,72.7,77.3
3841,1216.1,810.5,122,9,350,29.0,79.7,11.5,8.6,13.5,40,2,0,6,91.8,40.8
3842,1608.3,1324.4,187,34,68,10.9,152.1,16.1,37.9,29.0,18,3,1,17,85.2,30.8
3843,-1722.7,315.0,164,44,272,20.3,213.6,11.1,32.5,18.3,78,0,0,29,75.4,79.9
3844,-226.3,1256.4,188,31,266,1.8,328.0,28.1,21.5,32.1,82,3,0,34,54.1,78.9
3845,-351.9,614.6,141,43,2,28.7,127.1,18.1,29.5,20.8,4,5,1,26,52.3,58.0
3846,617.3,-1786.8,182,35,27,29.7,144.8,23.6,9.4,22.7,49,4,2,1,53.2,67.1
3847,-732.3,389.0,183,0,27,15.1,114.5,17.7,17.9,37.4,32,5,2,4,82.2,86.9
3848,-1753.2,-1847.4,121,5,146,19.0,141.8,29.2,9.7,2.5,48,3,1,1,78.0,90.6
3849,12.9,-1591.8,102,6,122,17.0,75.4,21.3,28.3,19.6,74,0,0,1,51.9,42.9
3850,837.0,1169.7,145,30,279,28.4,17.0,2.5,15.4,4.6,59,4,0,23,51.6,41.4
3851,1100.4,1014.7,161,3,41,17.5,143.9,26.6,2.7,8.0,46,2,1,4,31.0,68.6
3852,871.6,33.2,163,37,336,0.2,49.3,37.6,7.1,29.7,31,4,2,28,57.0,42.0
3853,-707.0,-1401.5,183,41,287,17.6,53.6,4.5,16.1,6.4,47,3,1,29,71.7,32.5
3854,-84.2,906.4,148,39,236,24.3,242.5,39.8,12.7,25.7,75,3,0,22,75.0,52.2
3855,-578.5,1856.0,141,23,259,9.4,110.8,25.7,7.0,15.0,39,1,0,5,90.8,32.7
3856,-662.1,1778.1,201,4,150,10.1,198.9,33.6,8.2,23.1,20,5,0,26,64.3,67.4
3857,1618.1,-1803.9,147,3,268,12.1,271.0,38.5,17.8,29.0,41,2,0,13,74.9,57.5
3858,-1601.1,-976.6,121,40,18,3.4,138.9,19.8,27.9,5.9,89,2,0,37,83.0,73.0
3859,1410.8,-1715.4,202,36,67,26.1,190.3,9.0,3.7,23.7,44,2,0,21,42.5,89.0
3860,-1195.0,358.0,104,45,94,18.5,248.6,25.4,16.2,26.8,51,2,0,19,43.5,45.6
3861,786.0,1841.5,121,30,251,25.5,144.9,19.0,38.4,22.6,5,0,0,13,34.6,41.0
3862,-1134.4,1287.6,148,40,346,2.5,202.9,21.1,28.0,39.7,35,1,0,27,35.6,54.0
3863,-117.2,1393.5,161,22,176,28.1,260.0,15.0,26.8,35.4,7,3,0,40,39.7,59.2
3864,434.5,-501.7,104,37,111,30.1,10.1,32.4,32.3,22.0,52,3,0,1,57.5,68.2
3865,1315.3,980.6,186,43,91,27.0,202.5,24.5,24.7,31.0,79,1,0,40,38.0,91.8
3866,-350.3,255.9,146,35,258,22.9,176.6,29.8,28.9,31.6,79,1,0,38,40.8,77.5
3867,1766.3,888.7,102,39,199,5.6,194.0,13.0,4.2,39.7,63,5,2,21,40.3,69.8
3868,-379.0,304.3,145,3,152,18.7,230.3,8.6,22.8,32.0,22,1,0,12,33.4,77.5
3869,1243.0,-175.8,204,12,267,30.2,268.8,37.2,13.6,26.5,36,0,0,28,84.6,81.8
3870,1550.8,-1049.9,165,43,82,3.8,276.3,12.7,36.1,18.6,44,4,0,18,45.4,66.3
3871,-181.9,-1775.8,143,10,246,25.2,196.7,14.1,9.7,11.1,91,1,0,11,74.3,42.7
3872,434.0,887.6,121,16,198,9.4,45.1,24.1,2.2,27.1,90,5,1,13,95.3,84.2
3873,305.3,-697.6,204,37,314,16.7,211.8,25.4,31.5,13.1,72,3,2,2,88.4,30.6
3874,-1232.2,-667.0,104,18,259,1.5,302.7,7.6,21.9,34.3,92,1,0,40,92.5,65.6
3875,-562.8,-199.7,256,40,131,25.8,296.5,6.7,10.6,26.2,91,3,0,37,50.0,42.9
3876,-1013.2,1297.6,141,27,94,10.6,82.2,39.3,23.5,22.0,97,0,0,1,95.7,75.4
3877,-1561.3,259.0,146,15,297,24.2,165.8,18.4,6.2,36.3,76,1,0,34,34.6,50.9
3878,-399.2,-884.0,201,2,155,28.0,282.5,6.3,24.4,11.2,35,5,1,28,44.8,42.7
3879,-1360.0,1702.9,201,1,86,6.1,170.8,21.4,17.0,31.1,84,1,0,38,78.9,61.1
3880,488.2,899.1,124,19,298,13.0,244.3,2.3,12.0,6.8,15,3,2,37,48.0,86.5
3881,12.4,-873.7,183,20,246,3.9,282.2,27.9,12.1,4.0,1,0,0,39,94.7,97.7
3882,1227.1,1490.0,108,18,57,17.6,320.7,25.9,14.9,2.5,11,2,0,30,88.5,80.6
3883,-386.8,-826.0,102,34,137,21.6,88.2,32.9,7.8,30.4,71,3,2,17,86.4,31.0
3884,-846.0,-56.1,142,24,223,0.2,9.6,37.7,28.0,24.2,82,5,2,8,87.0,80.2
3885,824.8,1145.3,141,30,14,21.7,92.7,32.4,17.8,6.9,45,1,0,14,30.1,77.6
3886,1387.6,1687.2,145,32,284,6.3,247.3,30.2,7.6,12.1,85,4,1,10,93.7,92.8
3887,-1239.5,1796.4,202,43,37,19.6,189.9,29.5,13.0,37.7,1,4,1,35,52.9,72.3
3888,-1162.8,94.0,108,20,157,9.0,257.8,38.0,32.8,31.3,98,5,2,39,87.2,71.6
3889,1281.0,-1142.2,142,31,318,17.7,152.8,13.0,16.0,7.9,50,2,1,31,48.7,80.2
3890,1738.6,-70.4,163,7,249,14.2,41.7,24.9,29.6,32.7,26,1,0,28,33.2,78.5
3891,1416.9,-1867.7,106,33,258,9.9,67.4,8.6,39.4,20.2,69,3,2,23,96.3,64.0
3892,905.7,-596.2,141,9,195,14.1,324.5,36.0,18.7,25.5,75,0,0,34,33.6,89.1
3893,779.5,-112.4,184,14,311,8.5,236.1,11.6,3.3,7.7,31,2,0,4,93.4,85.9
3894,90.8,1870.6,102,9,274,14.2,149.4,7.4,7.5,24.3,70,2,0,24,70.5,60.9
3895,760.8,1595.9,122,42,8,9.3,57.3,9.7,4.4,23.4,13,3,1,35,33.3,48.0
3896,571.6,-423.8,189,36,179,3.5,91.0,18.6,24.4,13.5,29,4,0,14,38.1,96.1
3897,-571.1,953.2,201,4,264,22.3,146.8,18.2,20.0,12.5,69,3,1,33,55.0,50.7
3898,-1414.4,-1348.8,146,25,8,1.9,248.0,18.0,27.8,10.1,21,5,0,21,42.9,48.2
3899,-864.0,-616.7,106,28,299,19.6,41.5,38.8,23.1,12.4,6,2,1,29,52.3,97.7
3900,-497.8,-1610.4,124,36,192,9.7,27.5,8.7,24.4,8.1,12,1,0,8,61.1,79.2
3901,1631.4,1120.0,103,27,62,26.7,144.1,4.6,31.1,28.5,51,4,2,39,88.7,71.7
3902,273.1,-695.8,182,31,190,2.3,54.9,30.0,17.8,25.8,12,4,0,32,85.7,72.2
3903,-1885.9,-923.4,143,37,73,24.8,356.4,26.8,24.1,37.4,36,3,0,40,49.9,58.9
3904,-1635.1,190.1,101,5,191,22.0,66.4,18.5,28.0,22.8,79,0,0,17,44.2,34.8
3905,1504.1,1461.6,256,14,239,15.7,311.6,21.0,15.1,30.4,93,0,0,21,97.9,41.0
3906,-584.2,1174.4,148,43,167,24.8,292.2,39.9,13.8,18.3,40,2,1,0,77.1,61.3
3907,1134.0,508.7,165,43,139,23.2,322.6,20.6,9.3,27.2,61,2,0,6,98.6,96.8
3908,701.0,1328.5,256,45,256,4.3,330.3,28.6,38.7,36.9,60,2,0,23,87.7,58.2
3909,-1771.4,-546.3,123,0,291,16.6,235.5,20.5,25.2,35.1,49,3,2,26,70.9,100.0
3910,-1203.8,-1080.8,123,1,3,24.4,272.6,34.6,34.6,14.7,37,3,0,2,32.6,87.6
3911,-20.9,135.6,145,11,228,17.5,119.0,22.1,12.6,10.4,14,4,2,15,68.7,44.5
3912,855.2,1138.7,164,20,2,3.1,167.1,29.3,10.1,25.5,51,3,1,18,45.7,41.3
3913,-1693.4,-467.0,103,25,56,18.6,106.2,27.5,23.5,13.8,94,3,1,21,60.0,53.4
3914,769.4,-815.7,189,39,286,21.9,201.2,36.8,28.8,3.2,16,0,0,1,95.9,38.5
3915,1012.9,-1240.6,147,42,323,2.6,277.9,6.8,21.0,3.3,51,5,0,28,34.0,60.3
3916,574.0,1037.5,183,40,114,4.5,155.0,19.0,12.2,8.9,33,0,0,24,73.1,98.7
3917,-826.2,296.8,203,26,222,20.1,223.5,31.8,17.9,17.8,71,3,1,12,99.5,71.4
3918,857.1,75.2,162,9,121,25.5,139.5,7.8,28.8,16.6,94,5,2,23,75.1,93.0
3919,336.0,1590.7,103,26,179,9.4,13.4,26.7,34.7,20.1,91,3,0,38,39.4,35.8
3920,438.9,834.3,162,27,93,13.7,79.1,19.1,18.0,38.9,15,2,0,32,80.8,41.0
3921,881.5,1070.6,183,37,123,9.7,177.5,37.0,35.6,12.1,42,1,0,19,34.1,56.9
3922,-1853.6,1908.0,203,1,296,25.0,36.4,7.3,37.9,14.6,87,3,2,16,88.5,71.3
3923,-253.6,1128.3,204,1,306,2.7,302.1,29.2,9.6,31.7,84,1,0,28,88.8,69.3
3924,-1760.3,-654.6,204,21,4,19.7,281.7,7.4,7.8,21.6,59,5,1,39,67.3,84.8
3925,-1.2,-1261.0,147,41,204,7.2,224.3,22.1,20.2,25.8,49,2,0,26,91.7,65.2
3926,-1513.4,861.9,164,28,27,3.7,256.0,37.3,28.2,25.6,74,1,0,12,91.2,76.7
3927,-28.2,1411.6,107,33,109,1.0,150.8,28.7,12.7,12.4,96,5,1,12,55.1,39.3
3928,-847.0,-526.4,188,28,157,27.6,153.6,23.2,26.0,29.0,44,5,2,20,45.5,90.1
3929,-750.0,1339.4,165,44,161,14.0,282.7,39.0,7.5,22.7,83,1,0,8,75.0,81.9
3930,732.0,-1819.3,144,27,258,20.9,90.6,34.8,7.3,21.5,0,2,0,26,99.2,48.7
3931,-1192.0,573.0,185,45,11,5.6,357.3,20.1,5.6,18.8,76,3,2,19,41.1,65.2
3932,-1432.2,-1314.1,149,36,14,22.2,330.4,22.1,26.0,34.3,91,4,0,39,90.8,51.2
3933,1170.7,-372.0,188,1,79,25.5,273.9,32.3,31.2,32.9,48,4,0,4,61.9,53.7
3934,1033.7,-1519.2,201,40,311,7.1,357.4,31.6,28.9,36.4,47,0,0,24,53.7,46.2
3935,-1421.2,-1025.3,124,13,280,12.4,35.4,24.7,30.1,6.2,91,5,1,9,66.3,44.3
3936,639.2,1224.8,147,8,31,19.4,83.3,30.4,38.2,15.1,97,3,2,40,44.9,61.4
3937,-239.1,-205.2,147,24,168,2.0,153.5,12.6,21.0,2.7,36,1,0,39,90.3,74.2
3938,1768.7,-54.2,163,36,107,10.1,226.3,5.6,12.1,8.5,38,3,0,8,97.0,88.3
3939,-498.9,1458.5,189,42,258,24.8,120.4,21.8,12.7,25.8,64,5,1,10,45.3,60.9
3940,1816.3,-112.5,146,38,106,19.2,268.3,37.9,17.8,38.7,83,0,0,25,80.3,49.4
3941,1782.6,1591.2,184,3,20,2.7,121.9,31.4,36.4,30.5,62,0,0,34,94.6,78.8
3942,-1195.9,1592.1,145,28,111,14.2,113.5,21.0,12.1,23.4,1,0,0,4,75.0,70.6
3943,194.3,1305.2,183,30,61,28.8,228.1,6.9,3.8,38.8,12,2,1,25,96.5,54.8
3944,-1086.9,229.1,108,43,85,6.9,206.5,10.6,22.3,30.8,76,0,0,12,95.3,66.4
3945,1479.6,1377.1,147,9,62,8.4,300.6,11.0,22.2,10.2,75,3,1,31,34.3,97.5
3946,-1363.6,4.8,107,19,40,25.2,15.2,22.6,8.6,33.1,49,0,0,2,61.9,32.8
3947,1367.2,-1073.6,187,34,356,28.3,105.3,30.1,13.6,32.8,98,1,0,19,30.4,74.7
3948,-1079.0,450.0,165,35,166,29.8,179.2,2.7,19.3,37.6,56,2,0,33,83.5,50.6
3949,950.7,-304.3,144,39,62,14.3,279.3,33.5,22.8,19.4,100,4,2,31,89.6,66.8
3950,101.7,-1170.6,104,7,159,17.9,160.9,20.2,30.7,15.8,94,4,2,10,86.5,60.7
3951,1535.2,599.3,161,15,217,2.2,34.3,11.9,22.5,19.4,40,4,2,29,49.1,89.6
3952,954.9,1807.6,185,2,267,14.8,223.8,28.3,15.6,15.3,88,2,1,25,61.0,55.4
3953,-1350.5,-575.5,187,13,3,29.0,38.2,33.8,21.8,30.4,64,5,1,19,56.8,48.5
3954,-1422.9,960.3,189,4,196,20.6,344.2,39.1,7.3,10.4,44,3,0,7,56.9,61.6
3955,-1549.6,1565.7,165,40,39,25.0,63.4,17.2,10.6,28.0,75,2,0,10,36.1,47.9
3956,1341.1,-865.8,163,42,237,24.7,164.8,2.6,25.1,13.7,59,3,0,18,99.9,34.2
3957,-1403.7,483.1,101,6,107,23.5,73.0,4.4,20.4,38.2,42,2,0,30,43.3,67.0
3958,-334.5,-1880.1,188,22,313,21.1,57.4,32.1,13.0,12.1,13,5,2,36,80.5,43.3
3959,-611.6,-406.2,109,32,172,17.6,115.9,35.8,27.0,15.0,79,0,0,13,47.8,75.4
3960,757.8,-1346.7,164,13,273,3.2,115.3,8.8,33.5,33.4,24,4,0,6,46.6,85.7
3961,1652.8,1701.5,102,37,181,17.0,210.8,31.4,30.9,9.5,91,2,0,26,66.1,92.3
3962,-1299.6,948.2,204,44,26,27.5,267.6,35.3,19.8,22.5,89,1,0,26,82.1,51.0
3963,-795.5,-178.3,185,35,62,30.6,248.9,26.7,9.9,7.4,90,3,1,32,49.5,69.9
3964,-55.2,-1075.1,187,17,118,4.9,358.1,10.5,9.8,15.6,73,1,0,9,52.4,39.7
3965,-256.2,1028.6,201,2,72,23.1,256.4,18.9,27.4,27.1,81,3,1,36,38.8,48.5
3966,20.6,-764.8,187,36,219,7.8,124.6,38.6,30.3,23.0,18,3,2,14,51.1,46.3
3967,438.1,-709.3,121,17,135,28.4,235.5,33.7,8.6,29.9,35,0,0,9,41.9,30.7
3968,-1003.9,594.2,104,11,294,18.3,52.4,19.1,6.6,22.4,10,3,0,21,92.0,37.7
3969,1788.5,305.2,102,43,144,2.3,116.1,5.6,3.7,15.0,51,2,0,35,79.7,99.5
3970,1537.8,-197.5,102,9,67,9.4,191.5,19.3,19.4,29.1,96,0,0,39,95.6,35.4
3971,-628.9,-824.6,123,9,183,28.7,105.8,38.8,36.6,17.2,88,5,2,5,44.4,71.1
3972,605.6,1564.5,102,14,59,15.2,40.7,4.5,32.1,16.6,28,2,1,24,77.2,85.1
3973,-1074.6,-2.7,145,44,47,20.3,334.3,22.8,2.2,23.8,100,5,0,20,84.8,57.4
3974,1574.5,1132.8,102,5,57,1.8,268.9,17.9,39.7,36.6,32,5,0,21,92.1,56.7
3975,1341.7,-1304.7,105,40,152,12.8,72.5,31.4,11.7,17.4,56,5,0,18,53.6,54.5
3976,1666.3,977.8,107,5,353,25.5,215.1,23.6,38.7,8.6,42,5,2,4,81.8,98.5
3977,-845.5,1473.1,202,21,112,30.0,120.5,37.4,4.3,28.9,6,0,0,0,66.4,49.1
3978,-221.0,1003.4,163,32,141,24.4,125.3,19.6,30.8,17.0,63,4,2,13,56.9,55.0
3979,-1902.8,1192.7,107,22,302,24.5,301.6,30.5,13.0,11.4,41,0,0,37,82.3,97.9
3980,-1888.5,-571.5,104,8,131,14.8,119.6,36.1,25.9,16.5,48,2,1,32,90.0,59.7
3981,1617.8,-1606.6,149,27,255,25.5,327.0,19.8,5.0,15.7,71,5,0,36,32.5,56.1
3982,1195.4,756.2,185,25,157,0.6,358.8,36.5,26.7,16.1,12,1,0,29,39.8,61.1
3983,-829.4,1355.5,103,20,167,27.0,97.0,30.4,11.6,29.8,37,0,0,24,76.0,42.2
3984,1852.4,566.1,142,40,181,5.1,245.2,11.3,16.5,5.7,44,4,2,15,58.6,55.0
3985,-79.0,-1664.7,102,33,341,5.0,143.1,27.0,30.2,36.1,91,0,0,24,98.8,99.8
3986,-580.8,-1427.1,149,45,87,23.2,212.6,3.8,22.2,11.7,42,4,0,35,74.7,38.9
3987,-956.2,1004.4,107,22,290,6.1,348.3,11.9,14.6,20.7,14,4,0,36,59.1,36.3
3988,1050.7,-36.7,107,22,266,0.3,271.9,16.1,19.4,31.8,9,1,0,4,58.6,55.0
